Age,Attrition,BusinessTravel,,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance rating ,YearsAtCompany,YearsSinceLastPromotion,satisfaction_level,salary,RetirementYear
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,19%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,37%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,high,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,33%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,17%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,25%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,23%,low,
,,,,,,,,,,,,,,,,,,,,,,35%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,22%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,34%,low,
,,,,,,,,,,,,,,,,,,,,,,31%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,high,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,medium,
,,,,,,,,,,,,,,,,,,,,,,39%,medium,
,,,,,,,,,,,,,,,,,,,,,,94%,medium,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,28%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,72%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,32%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,17%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,26%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,29%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,42%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,34%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,high,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,55%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,84%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,48%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,40%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,23%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,35%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,high,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,40%,low,
,,,,,,,,,,,,,,,,,,,,,,14%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,36%,medium,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,76%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,69%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,47%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,high,
,,,,,,,,,,,,,,,,,,,,,,24%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,81%,high,
,,,,,,,,,,,,,,,,,,,,,,61%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,53%,high,
,,,,,,,,,,,,,,,,,,,,,,93%,high,
,,,,,,,,,,,,,,,,,,,,,,15%,high,
,,,,,,,,,,,,,,,,,,,,,,48%,high,
,,,,,,,,,,,,,,,,,,,,,,67%,high,
,,,,,,,,,,,,,,,,,,,,,,36%,low,
,,,,,,,,,,,,,,,,,,,,,,35%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,73%,high,
,,,,,,,,,,,,,,,,,,,,,,97%,high,
,,,,,,,,,,,,,,,,,,,,,,54%,high,
,,,,,,,,,,,,,,,,,,,,,,59%,high,
,,,,,,,,,,,,,,,,,,,,,,99%,high,
,,,,,,,,,,,,,,,,,,,,,,79%,high,
,,,,,,,,,,,,,,,,,,,,,,96%,high,
,,,,,,,,,,,,,,,,,,,,,,54%,high,
,,,,,,,,,,,,,,,,,,,,,,79%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,65%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,61%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,64%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,74%,medium,
,,,,,,,,,,,,,,,,,,,,,,79%,medium,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,49%,medium,
,,,,,,,,,,,,,,,,,,,,,,30%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,61%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,high,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,18%,medium,
,,,,,,,,,,,,,,,,,,,,,,77%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,54%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,63%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,82%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,69%,high,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,high,
,,,,,,,,,,,,,,,,,,,,,,76%,high,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,21%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,high,
,,,,,,,,,,,,,,,,,,,,,,58%,low,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,89%,high,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,85%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,high,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,65%,high,
,,,,,,,,,,,,,,,,,,,,,,42%,medium,
,,,,,,,,,,,,,,,,,,,,,,22%,high,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,44%,medium,
,,,,,,,,,,,,,,,,,,,,,,60%,medium,
,,,,,,,,,,,,,,,,,,,,,,68%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,low,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,47%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,53%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,high,
,,,,,,,,,,,,,,,,,,,,,,43%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,24%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,high,
,,,,,,,,,,,,,,,,,,,,,,54%,low,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,59%,low,
,,,,,,,,,,,,,,,,,,,,,,22%,high,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,18%,high,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,high,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,30%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,32%,high,
,,,,,,,,,,,,,,,,,,,,,,73%,low,
,,,,,,,,,,,,,,,,,,,,,,87%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,62%,medium,
,,,,,,,,,,,,,,,,,,,,,,55%,medium,
,,,,,,,,,,,,,,,,,,,,,,93%,medium,
,,,,,,,,,,,,,,,,,,,,,,30%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,90%,medium,
,,,,,,,,,,,,,,,,,,,,,,83%,medium,
,,,,,,,,,,,,,,,,,,,,,,38%,high,
,,,,,,,,,,,,,,,,,,,,,,97%,low,
,,,,,,,,,,,,,,,,,,,,,,70%,low,
,,,,,,,,,,,,,,,,,,,,,,26%,low,
,,,,,,,,,,,,,,,,,,,,,,58%,high,
,,,,,,,,,,,,,,,,,,,,,,69%,low,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,high,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,46%,low,
,,,,,,,,,,,,,,,,,,,,,,49%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,29%,low,
,,,,,,,,,,,,,,,,,,,,,,94%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,18%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,21%,medium,
,,,,,,,,,,,,,,,,,,,,,,59%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,medium,
,,,,,,,,,,,,,,,,,,,,,,66%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,57%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,high,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,medium,
,,,,,,,,,,,,,,,,,,,,,,99%,medium,
,,,,,,,,,,,,,,,,,,,,,,71%,medium,
,,,,,,,,,,,,,,,,,,,,,,51%,medium,
,,,,,,,,,,,,,,,,,,,,,,88%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,low,
,,,,,,,,,,,,,,,,,,,,,,90%,low,
,,,,,,,,,,,,,,,,,,,,,,77%,low,
,,,,,,,,,,,,,,,,,,,,,,95%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,46%,low,
,,,,,,,,,,,,,,,,,,,,,,57%,low,
,,,,,,,,,,,,,,,,,,,,,,93%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,68%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,93%,low,
,,,,,,,,,,,,,,,,,,,,,,13%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,83%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,35%,low,
,,,,,,,,,,,,,,,,,,,,,,67%,low,
,,,,,,,,,,,,,,,,,,,,,,86%,medium,
,,,,,,,,,,,,,,,,,,,,,,33%,medium,
,,,,,,,,,,,,,,,,,,,,,,30%,medium,
,,,,,,,,,,,,,,,,,,,,,,75%,medium,
,,,,,,,,,,,,,,,,,,,,,,80%,medium,
,,,,,,,,,,,,,,,,,,,,,,98%,medium,
,,,,,,,,,,,,,,,,,,,,,,72%,medium,
,,,,,,,,,,,,,,,,,,,,,,82%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,95%,medium,
,,,,,,,,,,,,,,,,,,,,,,53%,medium,
,,,,,,,,,,,,,,,,,,,,,,50%,high,
,,,,,,,,,,,,,,,,,,,,,,36%,low,
,,,,,,,,,,,,,,,,,,,,,,33%,medium,
,,,,,,,,,,,,,,,,,,,,,,38%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,44%,medium,
,,,,,,,,,,,,,,,,,,,,,,32%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,56%,low,
,,,,,,,,,,,,,,,,,,,,,,81%,low,
,,,,,,,,,,,,,,,,,,,,,,89%,low,
,,,,,,,,,,,,,,,,,,,,,,63%,low,
,,,,,,,,,,,,,,,,,,,,,,64%,low,
,,,,,,,,,,,,,,,,,,,,,,46%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,99%,low,
,,,,,,,,,,,,,,,,,,,,,,85%,low,
,,,,,,,,,,,,,,,,,,,,,,78%,low,
,,,,,,,,,,,,,,,,,,,,,,91%,low,
,,,,,,,,,,,,,,,,,,,,,,16%,low,
,,,,,,,,,,,,,,,,,,,,,,71%,low,
,,,,,,,,,,,,,,,,,,,,,,92%,low,
,,,,,,,,,,,,,,,,,,,,,,21%,low,
,,,,,,,,,,,,,,,,,,,,,,74%,low,
,,,,,,,,,,,,,,,,,,,,,,76%,low,
,,,,,,,,,,,,,,,,,,,,,,62%,low,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,67%,medium,
,,,,,,,,,,,,,,,,,,,,,,81%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,84%,medium,
,,,,,,,,,,,,,,,,,,,,,,97%,medium,
,,,,,,,,,,,,,,,,,,,,,,70%,medium,
,,,,,,,,,,,,,,,,,,,,,,52%,medium,
,,,,,,,,,,,,,,,,,,,,,,46%,medium,
,,,,,,,,,,,,,,,,,,,,,,100%,medium,
,,,,,,,,,,,,,,,,,,,,,,91%,medium,
,,,,,,,,,,,,,,,,,,,,,,16%,medium,
,,,,,,,,,,,,,,,,,,,,,,58%,high,
,,,,,,,,,,,,,,,,,,,,,,75%,low,
,,,,,,,,,,,,,,,,,,,,,,96%,medium,
,,,,,,,,,,,,,,,,,,,,,,92%,medium,
,,,,,,,,,,,,,,,,,,,,,,35%,medium,
,,,,,,,,,,,,,,,,,,,,,,56%,medium,
,,,,,,,,,,,,,,,,,,,,,,27%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,66%,low,
,,,,,,,,,,,,,,,,,,,,,,98%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
,,,,,,,,,,,,,,,,,,,,,,51%,low,
